Country,Subject Descriptor,Units,1990,1995,2000,2005,2010,2015
Nepal,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.058,0.061,0.064,0.063,0.065,0.073
Nepal,Implied PPP conversion rate,National currency per current international dollar,7.891,11.507,14.492,15.7,23.264,29.943
Nepal,Total investment,Percent of GDP,18.413,25.522,24.18,27.977,38.867,31.277
Nepal,Gross national savings,Percent of GDP,8.164,18.677,23.589,24.886,31.411,35.659
Nepal,"Inflation, average consumer prices",Index,15.019,25.067,36.23,43.471,65.612,100.006
Nepal,"Inflation, average consumer prices",Percent change,8.926,7.677,3.393,4.539,9.565,7.212
Nepal,"Inflation, end of period consumer prices",Index,14.989,25.842,35.555,43.93,66.786,102.21
Nepal,"Inflation, end of period consumer prices",Percent change,5.561,8.697,0.596,6.65,9.026,7.576
Nepal,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Nepal,Volume of imports of goods and services,Percent change,,,,,,
Nepal,Volume of Imports of goods,Percent change,,,,,,
Nepal,Volume of exports of goods and services,Percent change,,,,,,
Nepal,Volume of exports of goods,Percent change,,,,,,
Nepal,Unemployment rate,Percent of total labor force,,,,,,
Nepal,Employment,Persons,,,,,,
Nepal,Population,Persons,18.905,21.576,23.941,25.745,27.013,27.015
Nepal,General government revenue,National currency,,,46.242,82.653,214.726,442.241
Nepal,General government revenue,Percent of GDP,,,9.929,12.267,15.747,18.247
Nepal,General government total expenditure,National currency,,,53.122,81.006,223.868,428.251
Nepal,General government total expenditure,Percent of GDP,,,11.406,12.022,16.418,17.67
Nepal,General government net lending/borrowing,National currency,,,-6.881,1.647,-9.142,13.99
Nepal,General government net lending/borrowing,Percent of GDP,,,-1.477,0.244,-0.67,0.577
Nepal,General government structural balance,National currency,,,,,,
Nepal,General government structural balance,Percent of potential GDP,,,,,,
Nepal,General government primary net lending/borrowing,National currency,,,-3.629,6.398,0.392,22.346
Nepal,General government primary net lending/borrowing,Percent of GDP,,,-0.779,0.95,0.029,0.922
Nepal,General government net debt,National currency,,,,,,
Nepal,General government net debt,Percent of GDP,,,,,,
Nepal,General government gross debt,National currency,,,236.008,303.434,481.508,623.613
Nepal,General government gross debt,Percent of GDP,,,50.675,45.033,35.313,25.73
Nepal,"Gross domestic product corresponding to fiscal year, current prices",National currency,126.917,268.982,465.726,673.806,"1,363.56","2,423.64"
Nepal,Current account balance,U.S. dollars,-0.294,-0.1,0.366,0.163,-0.378,1.067
Nepal,Current account balance,Percent of GDP,-6.605,-1.857,5.581,1.748,-2.066,4.381
Netherlands,"Gross domestic product, constant prices",National currency,420.802,469.516,580.724,620.747,664.761,690.008
Netherlands,"Gross domestic product, constant prices",Percent change,4.178,2.773,4.199,2.047,1.341,1.958
Netherlands,"Gross domestic product, current prices",National currency,264.949,329.547,452.007,550.883,639.187,690.008
Netherlands,"Gross domestic product, current prices",U.S. dollars,321.405,452.71,417.664,685.727,848.073,765.65
Netherlands,"Gross domestic product, current prices",Purchasing power parity; international dollars,314.312,395.848,531.888,637.618,750.418,852.113
Netherlands,"Gross domestic product, deflator",Index,62.963,70.189,77.835,88.745,96.153,100
Netherlands,"Gross domestic product per capita, constant prices",National currency,"28,255.83","30,440.37","36,606.54","38,069.73","40,106.27","40,827.12"
Netherlands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"36,920.56","39,775.00","47,832.04","49,743.93","52,404.98","53,346.88"
Netherlands,"Gross domestic product per capita, current prices",National currency,"17,790.68","21,365.69","28,492.73","33,785.05","38,563.34","40,827.12"
Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,"21,581.58","29,350.80","26,327.87","42,054.88","51,165.82","45,302.80"
Netherlands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"21,105.29","25,664.24","33,528.12","39,104.39","45,274.12","50,418.74"
Netherlands,Output gap in percent of potential GDP,Percent of potential GDP,1,-1.87,3.27,-1.17,-0.74,-1.84
Netherlands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,1.141,1.028,1.057,0.935,0.835,0.765
Netherlands,Implied PPP conversion rate,National currency per current international dollar,0.843,0.833,0.85,0.864,0.852,0.81
Netherlands,Total investment,Percent of GDP,24.226,21.728,22.57,20.454,20.222,22.475
Netherlands,Gross national savings,Percent of GDP,26.743,27.421,24.308,27.501,27.156,28.778
Netherlands,"Inflation, average consumer prices",Index,60.788,67.849,74.521,85.569,92.044,99.991
Netherlands,"Inflation, average consumer prices",Percent change,2.5,1.346,2.344,1.491,0.929,0.216
Netherlands,"Inflation, end of period consumer prices",Index,61.56,68.15,75.74,86.38,93.02,100.04
Netherlands,"Inflation, end of period consumer prices",Percent change,4.676,1.008,3.062,1.947,1.806,0.452
Netherlands,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Netherlands,Volume of imports of goods and services,Percent change,3.976,9.821,11.112,5.425,8.552,14.883
Netherlands,Volume of Imports of goods,Percent change,5.014,11.787,12.662,5.828,10.284,7.608
Netherlands,Volume of exports of goods and services,Percent change,5.66,8.376,12.304,5.769,9.764,7.444
Netherlands,Volume of exports of goods,Percent change,6.081,10.993,14.199,6.045,11.111,5.074
Netherlands,Unemployment rate,Percent of total labor force,5.112,7.733,3.66,5.882,4.995,6.891
Netherlands,Employment,Persons,6.385,6.801,7.712,7.818,8.278,8.294
Netherlands,Population,Persons,14.893,15.424,15.864,16.306,16.575,16.901
Netherlands,General government revenue,National currency,118.727,145.494,192.292,225.986,267.139,288.272
Netherlands,General government revenue,Percent of GDP,44.811,44.15,42.542,41.023,41.794,41.778
Netherlands,General government total expenditure,National currency,129.545,174.269,187.024,228.17,300.672,302.242
Netherlands,General government total expenditure,Percent of GDP,48.894,52.881,41.376,41.419,47.04,43.803
Netherlands,General government net lending/borrowing,National currency,-10.818,-28.775,5.268,-2.184,-33.533,-13.97
Netherlands,General government net lending/borrowing,Percent of GDP,-4.083,-8.732,1.165,-0.396,-5.246,-2.025
Netherlands,General government structural balance,National currency,-12.172,-25.744,-3.057,1.507,-30.686,-5.825
Netherlands,General government structural balance,Percent of potential GDP,-4.75,-7.666,-0.698,0.27,-4.765,-0.829
Netherlands,General government primary net lending/borrowing,National currency,,-14.713,17.53,7.356,-25.027,-5.659
Netherlands,General government primary net lending/borrowing,Percent of GDP,,-4.465,3.878,1.335,-3.915,-0.82
Netherlands,General government net debt,National currency,,181.118,175.584,212.108,293.141,364.21
Netherlands,General government net debt,Percent of GDP,,54.96,38.845,38.503,45.862,52.783
Netherlands,General government gross debt,National currency,199.046,237.973,230.08,267.038,379.679,445.967
Netherlands,General government gross debt,Percent of GDP,75.126,72.212,50.902,48.475,59.4,64.632
Netherlands,"Gross domestic product corresponding to fiscal year, current prices",National currency,264.949,329.547,452.007,550.883,639.187,690.008
Netherlands,Current account balance,U.S. dollars,8.089,25.773,7.257,48.322,58.805,48.262
Netherlands,Current account balance,Percent of GDP,2.517,5.693,1.738,7.047,6.934,6.303
New Zealand,"Gross domestic product, constant prices",National currency,112.713,130.531,152.18,184.145,196.751,225.815
New Zealand,"Gross domestic product, constant prices",Percent change,0.02,4.895,4.254,3.158,1.758,3.64
New Zealand,"Gross domestic product, current prices",National currency,76.677,94.848,118.397,160.768,201.445,251.635
New Zealand,"Gross domestic product, current prices",U.S. dollars,45.772,62.261,54.151,113.238,145.301,176.213
New Zealand,"Gross domestic product, current prices",Purchasing power parity; international dollars,51.784,67.69,85.732,116.343,136.612,170.546
New Zealand,"Gross domestic product, deflator",Index,68.029,72.663,77.801,87.305,102.386,111.434
New Zealand,"Gross domestic product per capita, constant prices",National currency,"33,095.00","35,510.91","39,422.83","44,522.49","45,198.94","48,952.94"
New Zealand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"26,872.98","28,834.68","32,011.14","36,152.04","36,701.32","39,749.54"
New Zealand,"Gross domestic product per capita, current prices",National currency,"22,514.04","25,803.36","30,671.21","38,870.41","46,277.28","54,550.28"
New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,"13,439.75","16,938.02","14,028.14","27,378.70","33,379.61","38,200.04"
New Zealand,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"15,204.78","18,415.12","22,209.19","28,129.33","31,383.42","36,971.51"
New Zealand,Output gap in percent of potential GDP,Percent of potential GDP,,-0.078,-0.005,2.81,-2.277,-0.886
New Zealand,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.188,0.176,0.17,0.171,0.152,0.153
New Zealand,Implied PPP conversion rate,National currency per current international dollar,1.481,1.401,1.381,1.382,1.475,1.475
New Zealand,Total investment,Percent of GDP,21.392,23.313,22.66,25.443,20.327,23.072
New Zealand,Gross national savings,Percent of GDP,17.705,19.406,19.31,18.222,25.355,20.312
New Zealand,"Inflation, average consumer prices",Index,83.996,93.086,100,113.008,129.873,140.19
New Zealand,"Inflation, average consumer prices",Percent change,6.098,3.755,2.615,3.037,2.302,0.293
New Zealand,"Inflation, end of period consumer prices",Index,84.01,92.203,100,112.524,130.657,137.667
New Zealand,"Inflation, end of period consumer prices",Percent change,4.851,2.918,3.976,3.155,4.026,0.084
New Zealand,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
New Zealand,Volume of imports of goods and services,Percent change,4.236,8.832,-0.783,6.246,10.791,4.305
New Zealand,Volume of Imports of goods,Percent change,6.859,8.574,-1.172,5.517,11.462,4.978
New Zealand,Volume of exports of goods and services,Percent change,6.468,4.4,7.65,-0.494,3.293,8.053
New Zealand,Volume of exports of goods,Percent change,8.625,2.789,6.886,0.083,4.942,3.865
New Zealand,Unemployment rate,Percent of total labor force,7.975,6.45,6.15,3.8,6.2,5.425
New Zealand,Employment,Persons,1.535,1.686,1.799,2.082,2.154,2.369
New Zealand,Population,Persons,3.406,3.676,3.86,4.136,4.353,4.613
New Zealand,General government revenue,National currency,35.868,42.951,45.516,67.898,75.831,94.53
New Zealand,General government revenue,Percent of GDP,46.778,45.284,38.443,42.234,37.644,37.566
New Zealand,General government total expenditure,National currency,37.987,39.472,45.344,59.692,86.743,93.743
New Zealand,General government total expenditure,Percent of GDP,49.541,41.616,38.298,37.129,43.06,37.254
New Zealand,General government net lending/borrowing,National currency,-2.119,3.478,0.172,8.206,-10.912,0.787
New Zealand,General government net lending/borrowing,Percent of GDP,-2.763,3.667,0.145,5.104,-5.417,0.313
New Zealand,General government structural balance,National currency,-0.512,2.518,0.519,5.037,-8.761,1.614
New Zealand,General government structural balance,Percent of potential GDP,,2.653,0.439,3.222,-4.251,0.635
New Zealand,General government primary net lending/borrowing,National currency,2.908,9.335,3.984,10.266,-9.634,2.4
New Zealand,General government primary net lending/borrowing,Percent of GDP,3.792,9.842,3.365,6.386,-4.782,0.954
New Zealand,General government net debt,National currency,44.512,40.536,35.847,12.063,5.028,18.482
New Zealand,General government net debt,Percent of GDP,58.051,42.738,30.277,7.504,2.496,7.345
New Zealand,General government gross debt,National currency,42.518,41.228,35.532,33.416,59.808,86.095
New Zealand,General government gross debt,Percent of GDP,55.451,43.468,30.011,20.786,29.689,34.214
New Zealand,"Gross domestic product corresponding to fiscal year, current prices",National currency,76.677,94.848,118.397,160.768,201.445,251.635
New Zealand,Current account balance,U.S. dollars,-1.307,-2.46,-1.809,-8.089,-3.327,-4.997
New Zealand,Current account balance,Percent of GDP,-2.855,-3.951,-3.34,-7.143,-2.289,-2.836
Nicaragua,"Gross domestic product, constant prices",National currency,69.091,76.715,98.017,114.482,130.416,170.132
Nicaragua,"Gross domestic product, constant prices",Percent change,-0.132,5.912,4.102,4.282,4.41,4.792
Nicaragua,"Gross domestic product, current prices",National currency,0.519,31.178,64.812,105.777,187.053,347.707
Nicaragua,"Gross domestic product, current prices",U.S. dollars,0.519,4.14,5.109,6.321,8.759,12.757
Nicaragua,"Gross domestic product, current prices",Purchasing power parity; international dollars,8.129,10.187,14.14,18.522,23.189,32.945
Nicaragua,"Gross domestic product, deflator",Index,0.751,40.641,66.123,92.396,143.427,204.376
Nicaragua,"Gross domestic product per capita, constant prices",National currency,,"17,329.98","19,773.58","20,877.71","22,425.54","27,165.84"
Nicaragua,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,"3,569.16","4,072.43","4,299.83","4,618.61","5,594.89"
Nicaragua,"Gross domestic product per capita, current prices",National currency,,"7,043.11","13,074.94","19,290.20","32,164.37","55,520.32"
